user_id,data_content_id,counts,create_time,data_title
3428,4861,1.0,1562499962,挺住！暴雨霸占闽西北地区
3416,4875,1.0041977754,1562499904,南平：电力线路多处受损 供电部门冒雨抢修
2792,4837,1.0,1562499682,携手共创美好未来 第二届海峡两岸青年发展论坛启幕
3031,4877,1.0,1562499613,正在直播：福建新闻联播
3454,1276,1.0,1562499028,南平地区家庭悦读视频投票
2988,4837,1.0,1562495934,携手共创美好未来 第二届海峡两岸青年发展论坛启幕
2772,981,1.0,1562497518,悦读·家@万家 | 南平地区家庭展示直播
3103,4570,1.0041977754,1562496698,黄丽萍家庭《非遗文化传承人》
21,4604,1.0041977754,1562496306,第1帮帮团+爱心帮帮团+调解有1套
21,4830,1.0,1562496306,第1帮帮团+爱心帮帮团+调解有1套
3349,4868,1.0041977754,1562496353,正在直播：现场
21,4802,1.0,1562496306,第1帮帮团+爱心帮帮团+调解有1套
3228,4867,1.0,1562496344,省防指启动防暴雨Ⅳ级应急响应！
3451,4727,1.0,1562496068,每帧精美画面都能当壁纸！福建省广播影视集团制作主题推介片和暖场片亮相国际
2795,4865,1.0,1562494415,福建省气象台变更发布暴雨橙色预警信号
3449,1276,1.0209888378,1562495190,南平地区家庭悦读视频投票
3448,1276,1.0,1562495020,南平地区家庭悦读视频投票
2935,4869,1.0,1562495026,正在直播：帮帮团
3446,1276,1.0041977754,1562493558,南平地区家庭悦读视频投票
3209,1278,1.1343180422,1562534132,南平地区家庭悦读视频投票
3130,4837,1.0,1562493416,携手共创美好未来 第二届海峡两岸青年发展论坛启幕
3306,4821,1.0,1562493361,他们，都为福建打CALL！外交部福建全球推介活动回顾
3445,1276,1.0167910821,1562493246,南平地区家庭悦读视频投票
3151,4861,1.0,1562493048,挺住！暴雨霸占闽西北地区
3321,4561,1.0,1562492870,欧水华家庭《以爱传家 润物无声》
3428,4809,1.0,1562491944,南平：“延福门”水位超警戒 居民撤离商户歇业
3428,4828,1.0,1562491944,持续降雨 南平多地开展抗灾自救
3186,4813,1.0,1562492011,松溪：洪水中的紧急救援
3440,4568,1.0041977754,1562490916,崔光兴家庭《“小矮人”撑起一片天》
3442,1276,1.1762822048,1562491850,南平地区家庭悦读视频投票
3440,1276,1.0335820377,1562490916,南平地区家庭悦读视频投票
3416,4865,1.0,1562490999,福建省气象台变更发布暴雨橙色预警信号
3416,4867,1.0,1562490999,省防指启动防暴雨Ⅳ级应急响应！
2997,4576,1.0,1562491476,陈启贞家庭《爱国母亲 情系国防》
3416,4858,1.0,1562490999,弄虚作假、乱作为……福建这些干部被通报、查处
2937,455,1.0,1562491335,经济广播
2937,14,1.0,1562491335,新闻广播
3416,4859,1.0,1562490999,福建车主注意！下月起车牌绑定驾照？销分要实名？真相在这里！
3416,2604,1.0,1562490999,福清龙高人民有福了！以后可以从这条路回家了……
3441,1276,1.0881502437,1562491015,南平地区家庭悦读视频投票
3440,4575,1.0335820377,1562490916,江云英家庭《一个特殊家庭的坚守故事》
3440,14,1.0167910821,1562490916,新闻广播
3439,1276,1.0209888378,1562490835,南平地区家庭悦读视频投票
3416,1032,1.0209888378,1562490306,海峡卫视
2820,14,1.0125933184,1562490276,新闻广播
3438,1276,1.0,1562490213,南平地区家庭悦读视频投票
2790,4577,1.0,1562489255,李细妹家庭《昨天的我和今天的我》
2790,4560,1.0,1562489255,庄桂淦家庭《扎根闽北40载的“保姆校长”》
3437,1276,1.0209888378,1562489342,南平地区家庭悦读视频投票
2790,4574,1.0,1562489255,黄海文家庭《如何成为一个男子汉》
3436,1276,1.0377797421,1562489188,南平地区家庭悦读视频投票
3218,1091,1.0,1562489187,综合频道
3218,14,1.0,1562489187,新闻广播
3435,14,1.0,1562488760,新闻广播
3435,1276,1.0209888378,1562488760,南平地区家庭悦读视频投票
3434,1276,1.0167910821,1562488491,南平地区家庭悦读视频投票
3315,14,1.0041977754,1562487906,新闻广播
3433,1276,1.0209888378,1562488125,南平地区家庭悦读视频投票
1198,4861,1.0,1562487870,挺住！暴雨霸占闽西北地区
395,493,1.0,1562488199,福州市闽侯县尚干镇每年如逢天文大潮或水口电站放水，镇中心街道，菜市场，公园，低洼的农户等如问一片汪洋…
3433,981,1.0041977754,1562488125,悦读·家@万家 | 南平地区家庭展示直播
3433,1091,1.0335820377,1562488125,综合频道
3066,4867,1.0,1562488130,省防指启动防暴雨Ⅳ级应急响应！防御工作 不容松懈！
1198,4846,1.0,1562487870,福建省提高退休人员基本养老金
2682,40,1.0083955489,1562487958,新闻频道
3430,2393,1.0,1562487734,微视频专区（勿删）
295,1091,1.0041977754,1562487805,综合频道
3432,1276,1.0755580448,1562487927,南平地区家庭悦读视频投票
295,14,1.0041977754,1562487805,新闻广播
3429,40,1.0,1562487874,新闻频道
3429,1091,1.0,1562487874,综合频道
3431,4565,1.0,1562487717,曹秀芬家庭《悦读——连接一家三代的爱心线》
3431,1276,1.1049392527,1562487654,南平地区家庭悦读视频投票
3113,4837,1.0,1562487556,携手共创美好未来 第二届海峡两岸青年发展论坛启幕
1198,4565,1.0,1562486877,曹秀芬家庭《悦读——连接一家三代的爱心线》
3069,4857,1.0,1562487494,福建加快“海丝核心区”建设
3428,1276,1.130121246,1562487373,南平地区家庭悦读视频投票
3219,4859,1.0,1562487318,福建车主注意！下月起车牌绑定驾照？销分要实名？真相在这里！
1198,1276,1.0041977754,1562486877,南平地区家庭悦读视频投票
